enrollee_id,target
6379,0.0
30514,0.0
12349,0.0
6995,0.0
13311,0.0
26275,1.0
30814,0.0
20823,0.0
18810,1.0
79,1.0
16177,0.0
16141,0.0
5417,0.0
24280,0.0
9393,1.0
22112,0.0
11003,0.0
12631,0.0
6326,0.0
24870,0.0
18170,0.0
33254,1.0
11821,0.0
24937,1.0
15837,1.0
31083,1.0
15436,1.0
13102,0.0
30277,0.0
4475,0.0
4072,0.0
11085,0.0
3878,0.0
33104,0.0
17304,0.0
23719,1.0
22348,0.0
18320,1.0
27959,1.0
11655,0.0
26713,0.0
3248,0.0
32877,1.0
25363,0.0
22573,0.0
440,0.0
27697,0.0
10792,0.0
30509,0.0
28149,1.0
24708,1.0
32836,0.0
16372,0.0
33292,1.0
32619,0.0
29606,0.0
11430,1.0
10967,1.0
17375,1.0
26025,1.0
19795,1.0
10554,0.0
8311,0.0
5801,0.0
6010,0.0
31210,0.0
24714,1.0
5203,1.0
7193,0.0
1695,0.0
16625,1.0
23714,0.0
21967,0.0
33342,0.0
29737,0.0
9846,0.0
3965,0.0
15430,0.0
20911,1.0
6724,0.0
21442,1.0
12716,0.0
18,0.0
26402,0.0
26214,0.0
21033,0.0
19073,0.0
6775,0.0
26126,0.0
28673,1.0
15012,0.0
10930,0.0
7610,1.0
12931,0.0
6502,0.0
29945,0.0
14523,1.0
15470,1.0
2485,0.0
24355,0.0
6407,0.0
14425,1.0
20116,1.0
27786,0.0
15868,1.0
26755,0.0
10285,0.0
18289,0.0
13687,0.0
27535,0.0
25850,1.0
12830,0.0
17967,0.0
12217,0.0
19215,0.0
27139,1.0
32862,1.0
24887,0.0
19378,0.0
29769,0.0
18907,0.0
23572,0.0
7991,1.0
6448,0.0
30878,0.0
4606,0.0
4367,1.0
27114,0.0
8023,0.0
3708,0.0
25403,0.0
20140,1.0
26455,0.0
19618,0.0
18497,0.0
31798,0.0
30076,0.0
32953,0.0
4302,0.0
4980,0.0
7951,0.0
15106,0.0
15211,1.0
4635,0.0
17529,1.0
8852,0.0
1794,0.0
13720,0.0
11292,1.0
24062,1.0
33188,0.0
22896,1.0
17781,0.0
10602,0.0
28433,0.0
27490,0.0
31489,0.0
15297,0.0
21585,0.0
11651,0.0
26674,0.0
13870,0.0
24222,0.0
24054,1.0
15241,0.0
14204,0.0
18130,0.0
28603,0.0
23984,0.0
26129,1.0
16438,0.0
18892,0.0
3498,0.0
32720,1.0
4828,1.0
29201,0.0
33126,0.0
11950,0.0
24127,0.0
13149,0.0
23157,0.0
18791,1.0
2181,0.0
23931,0.0
16466,0.0
33358,1.0
17268,0.0
31935,0.0
24091,1.0
6060,0.0
9337,0.0
15998,0.0
21129,0.0
3223,0.0
28211,0.0
18999,0.0
21176,0.0
32958,0.0
23835,0.0
25327,0.0
27678,0.0
23741,1.0
28820,1.0
17500,0.0
14295,0.0
32617,0.0
893,0.0
17725,0.0
28991,1.0
10175,0.0
1783,0.0
14496,0.0
9147,0.0
17370,1.0
22997,0.0
31011,0.0
20828,0.0
2991,0.0
30340,0.0
7160,1.0
9448,0.0
12062,1.0
18498,0.0
9485,0.0
25817,0.0
25834,0.0
22816,0.0
27753,0.0
15597,0.0
23247,0.0
4124,0.0
9598,1.0
19454,1.0
14642,0.0
3438,1.0
12474,0.0
10669,1.0
23609,0.0
32614,0.0
4568,0.0
12469,0.0
13864,0.0
365,0.0
6525,0.0
26682,0.0
19560,1.0
33255,1.0
32882,0.0
21225,0.0
18441,1.0
33049,0.0
7710,0.0
11323,0.0
32733,1.0
25690,1.0
12503,0.0
12310,0.0
15250,0.0
13277,0.0
30041,1.0
22238,0.0
9180,0.0
2015,1.0
3758,0.0
31014,0.0
2311,0.0
16796,0.0
26094,0.0
13138,0.0
32165,0.0
13547,0.0
10756,0.0
13583,0.0
23623,0.0
9001,0.0
16787,0.0
5775,0.0
20785,0.0
28699,0.0
24337,0.0
22966,0.0
3133,0.0
32482,0.0
29879,0.0
10209,0.0
1926,0.0
28490,0.0
8093,0.0
7452,0.0
17465,1.0
30817,0.0
23295,0.0
12104,0.0
5989,1.0
11542,0.0
30339,0.0
11696,0.0
6449,0.0
18824,0.0
23056,0.0
299,0.0
26304,0.0
31586,0.0
28453,0.0
18859,0.0
23001,0.0
16784,0.0
22595,0.0
730,0.0
12757,1.0
32758,0.0
5306,0.0
23328,1.0
28336,0.0
6304,0.0
32427,0.0
31368,0.0
13273,1.0
31023,0.0
16948,0.0
1161,0.0
27629,1.0
21443,1.0
13383,0.0
10293,1.0
11265,0.0
1973,0.0
14800,0.0
32820,1.0
30794,0.0
32341,1.0
9499,0.0
23511,0.0
20167,0.0
16791,1.0
22494,1.0
31405,1.0
29916,1.0
12101,0.0
12770,0.0
22723,0.0
6025,0.0
21276,0.0
1943,1.0
26974,0.0
30205,0.0
10668,0.0
7515,0.0
27419,0.0
1102,0.0
23981,0.0
6277,0.0
13345,0.0
23325,1.0
31769,0.0
18478,0.0
20302,1.0
16067,0.0
6426,0.0
1343,0.0
28531,1.0
13173,0.0
12256,1.0
7612,0.0
28866,0.0
33128,0.0
20747,0.0
10240,0.0
15160,0.0
12284,0.0
25888,1.0
1427,0.0
22403,1.0
21667,1.0
25916,0.0
12121,0.0
28320,1.0
14522,1.0
28500,0.0
10371,0.0
10028,0.0
29671,0.0
4482,0.0
23392,1.0
5879,0.0
8861,0.0
21196,0.0
10724,0.0
12657,0.0
2150,0.0
24763,1.0
21813,0.0
6480,0.0
29174,0.0
8007,0.0
8388,0.0
32631,1.0
10116,0.0
1708,1.0
13487,0.0
24199,0.0
14341,0.0
16990,1.0
24834,0.0
16105,1.0
10758,0.0
17702,1.0
3144,0.0
20359,0.0
30558,1.0
32546,0.0
20555,0.0
12190,0.0
30511,0.0
16333,1.0
19605,1.0
14171,1.0
10933,0.0
14379,0.0
11388,1.0
28042,0.0
23013,1.0
30970,0.0
9052,0.0
5832,1.0
26270,1.0
29151,0.0
7545,0.0
28589,0.0
1709,0.0
21227,1.0
10205,0.0
17483,1.0
5710,0.0
30916,0.0
2832,0.0
25810,0.0
33068,0.0
16735,1.0
9930,0.0
24345,1.0
700,0.0
29600,0.0
19438,0.0
19266,0.0
18670,0.0
12660,0.0
12129,0.0
13955,0.0
18667,0.0
33153,0.0
14151,1.0
4046,0.0
25432,1.0
5978,0.0
32799,0.0
273,0.0
10238,0.0
264,0.0
17510,0.0
24901,0.0
33318,1.0
12800,1.0
17237,1.0
13992,0.0
15125,1.0
15213,1.0
889,1.0
28843,0.0
25273,1.0
29598,1.0
21642,0.0
25912,1.0
29086,0.0
6021,0.0
25285,1.0
5180,1.0
19649,1.0
31008,0.0
9412,0.0
4133,0.0
5875,0.0
4536,0.0
27046,0.0
16041,0.0
19718,0.0
4118,0.0
3867,0.0
27539,0.0
7765,1.0
32605,0.0
20048,0.0
29460,1.0
15004,0.0
18404,0.0
4318,0.0
674,0.0
32802,0.0
11248,1.0
13649,1.0
17132,1.0
8836,0.0
1101,0.0
8606,0.0
14793,0.0
10938,1.0
31862,0.0
33330,0.0
28774,0.0
31370,0.0
31628,1.0
11275,0.0
1866,1.0
23958,0.0
17281,1.0
7739,0.0
7155,0.0
6482,0.0
21474,0.0
628,1.0
28931,0.0
24975,0.0
14107,0.0
1471,0.0
24191,0.0
18127,1.0
15336,0.0
1742,0.0
21691,0.0
15753,1.0
12402,0.0
30354,0.0
16447,0.0
11933,1.0
28214,0.0
26261,1.0
22946,0.0
23366,0.0
23311,0.0
11964,1.0
20012,0.0
2549,0.0
11673,0.0
22196,0.0
21236,0.0
9385,0.0
31873,0.0
24850,0.0
27373,0.0
25179,0.0
7786,1.0
29672,1.0
2108,0.0
5991,0.0
27153,0.0
32082,0.0
15222,1.0
31579,0.0
32485,1.0
26551,0.0
7726,1.0
22372,1.0
20065,0.0
26582,0.0
23831,1.0
3052,1.0
16437,0.0
14361,0.0
3060,0.0
22797,0.0
9067,0.0
18803,0.0
24456,1.0
14203,0.0
31211,0.0
26423,0.0
14582,0.0
6511,1.0
8978,0.0
9634,0.0
2780,0.0
3048,0.0
15051,0.0
17357,0.0
12504,1.0
29357,0.0
15818,0.0
26132,0.0
3918,0.0
19030,0.0
5734,1.0
14847,1.0
11713,1.0
3846,0.0
29556,1.0
8667,0.0
11045,1.0
9739,1.0
16711,1.0
29918,1.0
31713,1.0
29486,1.0
15264,0.0
1075,0.0
328,0.0
29628,0.0
27370,0.0
18754,0.0
12225,0.0
30653,0.0
9162,0.0
27115,0.0
3932,0.0
25102,1.0
15912,0.0
33340,0.0
27462,0.0
4505,0.0
32415,0.0
28509,1.0
1641,0.0
33245,1.0
10406,1.0
1613,0.0
20608,1.0
27880,1.0
26398,1.0
7159,0.0
18281,0.0
31967,0.0
26955,0.0
19290,0.0
6838,0.0
2353,1.0
26351,1.0
31075,0.0
10002,1.0
12048,0.0
19068,0.0
2501,0.0
20741,1.0
10893,0.0
31767,1.0
27709,0.0
31782,0.0
28653,1.0
867,1.0
29820,0.0
31248,0.0
32697,0.0
26854,0.0
14848,1.0
9503,0.0
33304,1.0
10653,0.0
9094,0.0
23715,0.0
10885,0.0
28459,0.0
6593,0.0
14381,1.0
13010,0.0
6990,0.0
21696,0.0
18572,0.0
9110,0.0
2800,0.0
5366,0.0
15705,1.0
13484,0.0
11347,0.0
24895,1.0
13858,0.0
10611,0.0
19645,1.0
17585,0.0
32241,0.0
12794,0.0
21596,0.0
6665,1.0
7194,0.0
2929,1.0
33054,0.0
8585,0.0
15942,0.0
16470,0.0
21956,1.0
21692,0.0
32945,1.0
11530,0.0
21105,0.0
17639,0.0
22181,1.0
5176,1.0
17931,1.0
10923,0.0
18686,0.0
16404,0.0
3353,0.0
24107,1.0
3029,0.0
24377,0.0
11709,0.0
6278,0.0
6157,0.0
4487,0.0
8111,0.0
19832,0.0
30630,1.0
18835,1.0
23987,1.0
24671,0.0
17679,0.0
21192,0.0
4029,0.0
28907,0.0
7826,0.0
20728,0.0
15217,1.0
19737,0.0
10333,0.0
31422,0.0
5763,0.0
10648,0.0
1922,1.0
8237,1.0
26505,0.0
4198,0.0
12512,1.0
6866,0.0
19120,0.0
13759,0.0
3436,0.0
9290,0.0
10515,1.0
20766,1.0
10364,0.0
8906,0.0
4182,0.0
28141,0.0
12943,0.0
26762,0.0
22100,0.0
5549,0.0
8001,0.0
14176,1.0
20988,1.0
10096,0.0
18688,1.0
32990,1.0
18908,0.0
8739,0.0
29900,1.0
6372,0.0
15178,0.0
9226,1.0
819,1.0
6014,0.0
7537,0.0
30685,0.0
31595,0.0
23812,0.0
16712,0.0
7174,0.0
28081,0.0
1218,0.0
8899,0.0
5181,1.0
840,0.0
2935,1.0
5107,0.0
4822,1.0
31920,0.0
29220,0.0
21501,1.0
13500,1.0
5210,0.0
10443,0.0
11068,1.0
27205,1.0
9921,0.0
10186,0.0
28508,0.0
24021,1.0
31611,1.0
16681,0.0
12895,0.0
19356,0.0
27663,0.0
25779,0.0
24349,0.0
25613,0.0
27310,0.0
16109,1.0
30452,0.0
9378,0.0
2688,1.0
21183,0.0
8221,0.0
4266,0.0
15775,0.0
6604,0.0
31510,0.0
19544,1.0
10321,0.0
5464,0.0
17611,1.0
11664,0.0
15407,1.0
21266,1.0
25555,1.0
32348,0.0
3858,1.0
29955,1.0
19583,0.0
12785,0.0
21361,1.0
11823,0.0
28681,1.0
5030,0.0
17170,0.0
16653,1.0
16347,0.0
25439,0.0
12595,0.0
11985,0.0
20813,0.0
24516,0.0
17887,1.0
18968,0.0
13347,1.0
3163,0.0
22439,0.0
1323,0.0
32115,0.0
28992,0.0
5703,0.0
382,0.0
2075,1.0
32708,0.0
5562,0.0
24662,0.0
8887,1.0
8769,0.0
15599,1.0
23446,1.0
21751,1.0
15579,0.0
31529,0.0
10730,0.0
29811,0.0
22534,0.0
11435,0.0
9305,0.0
14761,1.0
20683,1.0
3205,1.0
10501,1.0
11015,0.0
20928,0.0
20583,0.0
31675,0.0
23684,0.0
933,0.0
33144,0.0
3126,0.0
9108,0.0
18726,0.0
7772,0.0
27493,0.0
31691,0.0
21156,1.0
7968,0.0
9973,0.0
18189,0.0
12362,1.0
8547,0.0
2691,0.0
13824,0.0
9370,0.0
24630,1.0
28165,0.0
25301,0.0
7828,1.0
26339,0.0
20296,1.0
6355,0.0
22609,0.0
4730,0.0
28200,1.0
20806,0.0
16667,0.0
24034,1.0
27659,0.0
28881,1.0
22113,0.0
2021,0.0
16586,0.0
14728,0.0
7713,0.0
32980,1.0
26251,0.0
21255,0.0
26830,0.0
6529,0.0
9884,1.0
8238,1.0
13251,0.0
8086,0.0
10607,1.0
1719,0.0
12133,0.0
25630,0.0
6079,0.0
28767,1.0
11164,0.0
6849,0.0
16729,0.0
23197,0.0
31519,1.0
19450,0.0
29499,0.0
3716,0.0
23519,0.0
29485,1.0
25346,1.0
28853,1.0
9687,0.0
14943,1.0
3746,0.0
8270,1.0
24427,0.0
28474,0.0
28418,0.0
26477,0.0
32559,0.0
20681,0.0
26015,0.0
30569,0.0
1735,0.0
27272,0.0
19059,0.0
9111,0.0
12477,0.0
1616,0.0
24564,0.0
13922,0.0
2029,0.0
17030,0.0
20529,1.0
25583,1.0
6958,0.0
20341,0.0
15199,1.0
25388,1.0
2602,0.0
3729,0.0
28089,0.0
21471,1.0
8251,0.0
28157,0.0
1294,1.0
31964,0.0
33081,0.0
13016,0.0
15949,0.0
26687,0.0
4653,0.0
6800,0.0
21215,0.0
11037,0.0
9597,1.0
17642,0.0
7590,0.0
10631,1.0
19448,1.0
21608,0.0
31953,0.0
3961,0.0
7451,1.0
2384,0.0
24511,0.0
31932,1.0
10365,0.0
26853,1.0
19495,0.0
15017,0.0
28860,0.0
20171,0.0
2975,0.0
31553,0.0
16892,1.0
26849,1.0
26067,1.0
14073,0.0
5250,0.0
2994,0.0
7167,0.0
30284,0.0
18309,1.0
18951,0.0
14133,0.0
32615,0.0
29968,1.0
27421,1.0
17508,0.0
19407,0.0
7721,0.0
11577,0.0
11498,1.0
7278,1.0
27202,1.0
4016,0.0
24248,0.0
7412,0.0
1874,1.0
3145,0.0
2939,0.0
14043,1.0
26891,0.0
23391,0.0
12375,1.0
23903,1.0
10615,1.0
31171,0.0
23083,0.0
33131,0.0
3674,0.0
17093,0.0
31987,0.0
6696,0.0
20301,0.0
24874,0.0
29819,0.0
11499,0.0
30715,0.0
18813,1.0
20220,1.0
3581,0.0
28587,0.0
1671,0.0
28977,0.0
16222,0.0
15399,0.0
14830,0.0
16330,1.0
33380,0.0
977,0.0
681,0.0
7495,1.0
30418,0.0
16969,0.0
18480,0.0
22044,0.0
9203,0.0
15897,0.0
13624,0.0
20062,0.0
9855,0.0
26006,0.0
8782,0.0
19931,1.0
13007,0.0
10219,0.0
27783,0.0
19131,0.0
7956,0.0
3845,0.0
28624,0.0
19669,0.0
27715,0.0
7190,0.0
28075,0.0
32502,0.0
28517,0.0
2572,0.0
8634,0.0
24281,0.0
16479,1.0
29705,1.0
5311,1.0
32590,1.0
13575,0.0
19782,0.0
14336,0.0
4335,0.0
26182,0.0
31612,0.0
23175,0.0
15041,0.0
26416,0.0
26048,0.0
3162,0.0
4880,0.0
23144,0.0
10996,0.0
22619,1.0
15968,0.0
33150,1.0
33056,1.0
9264,0.0
28291,0.0
4392,0.0
3300,0.0
30825,0.0
30500,0.0
22662,0.0
10417,1.0
6777,0.0
12333,1.0
11021,0.0
241,0.0
30935,0.0
29164,0.0
19711,1.0
4775,0.0
26429,0.0
8464,1.0
21021,0.0
29504,0.0
898,1.0
10524,0.0
22051,1.0
28245,0.0
28221,1.0
9917,0.0
24567,1.0
14526,0.0
32662,1.0
9853,0.0
20176,0.0
29611,1.0
27473,1.0
5237,0.0
1331,0.0
19844,0.0
6700,0.0
21080,1.0
10257,0.0
26844,0.0
31093,1.0
15688,0.0
24563,1.0
26780,0.0
25317,1.0
33374,0.0
5396,0.0
23642,1.0
2283,0.0
29822,0.0
5555,0.0
29851,0.0
20294,0.0
24562,0.0
1485,0.0
7471,0.0
10243,0.0
1051,1.0
27955,1.0
5490,0.0
16583,1.0
32032,0.0
5454,0.0
3058,0.0
4705,0.0
14732,0.0
26569,0.0
33256,0.0
5789,1.0
28019,1.0
21908,0.0
16494,0.0
21446,1.0
12707,0.0
14283,0.0
15959,0.0
29154,1.0
11379,0.0
9401,0.0
22256,0.0
12452,0.0
7723,0.0
20075,0.0
8999,1.0
28690,0.0
16770,1.0
3329,1.0
1553,0.0
8773,0.0
1162,0.0
32989,0.0
30888,0.0
27188,0.0
20136,0.0
2836,0.0
861,0.0
31506,0.0
21960,0.0
6385,0.0
26170,1.0
32328,0.0
27935,0.0
13265,0.0
27763,0.0
18895,0.0
8661,0.0
5139,0.0
9801,0.0
19670,1.0
13713,0.0
22355,0.0
20277,0.0
17076,0.0
11496,0.0
20258,0.0
21784,0.0
16644,0.0
14396,0.0
29130,1.0
11557,0.0
23230,0.0
24420,0.0
32391,0.0
3301,0.0
22944,0.0
8776,0.0
26043,0.0
32512,0.0
9168,0.0
27993,1.0
5061,0.0
19716,0.0
32221,0.0
13378,0.0
24146,0.0
10170,0.0
19805,1.0
7542,0.0
7256,1.0
19374,0.0
30694,0.0
12107,0.0
6608,0.0
27482,1.0
9366,1.0
24172,1.0
25410,1.0
32351,0.0
23481,1.0
6494,1.0
14572,1.0
6220,0.0
23388,1.0
18543,0.0
31280,0.0
12671,1.0
11676,1.0
33238,0.0
32215,0.0
2904,0.0
17398,1.0
1338,0.0
7580,1.0
19749,0.0
28748,0.0
17073,1.0
17226,0.0
32846,1.0
16388,0.0
27875,0.0
32968,0.0
1652,1.0
20060,0.0
10992,0.0
18654,0.0
6627,0.0
15800,0.0
30730,0.0
19049,0.0
21403,0.0
25998,0.0
23807,0.0
30378,0.0
11092,0.0
4657,0.0
9316,1.0
31771,0.0
17742,0.0
26947,0.0
4708,0.0
30391,0.0
16095,0.0
21031,1.0
24770,0.0
11892,0.0
15315,0.0
31497,0.0
18134,0.0
21701,0.0
3742,0.0
2198,1.0
31698,1.0
364,0.0
5815,0.0
24632,0.0
31830,0.0
19277,1.0
9394,0.0
14380,0.0
28067,0.0
28108,1.0
27662,1.0
24805,0.0
27079,0.0
15813,0.0
30499,0.0
22287,0.0
1912,1.0
16545,0.0
18973,0.0
3692,0.0
16292,1.0
19090,0.0
32807,0.0
2713,0.0
21486,0.0
27986,0.0
27288,1.0
32562,1.0
33235,1.0
25059,0.0
10154,0.0
28567,0.0
27480,0.0
33013,0.0
14763,0.0
15612,0.0
15052,0.0
15045,0.0
1606,0.0
19973,0.0
12198,0.0
27791,1.0
23321,1.0
14129,0.0
11302,0.0
26669,0.0
2482,0.0
32974,0.0
19833,0.0
22626,0.0
30349,0.0
27738,0.0
5666,1.0
27821,0.0
4277,1.0
16130,0.0
19635,0.0
32223,0.0
9092,0.0
12485,0.0
19536,1.0
8777,0.0
1902,0.0
17774,0.0
15078,1.0
11176,0.0
25455,0.0
25053,1.0
16781,0.0
25922,0.0
6607,1.0
29062,1.0
10203,1.0
24835,1.0
31237,1.0
28398,0.0
6007,0.0
3479,0.0
9099,1.0
15756,0.0
29971,1.0
3702,0.0
26024,0.0
20706,1.0
2905,0.0
